t[sec];q1[m3/h];h1[m];h2[m];q2_measurement[m3/h]
848,5;0,075;1,468180037;1,270921328;0,058080126
849;0,075;1,47609123;1,278363259;0,056508485
849,5;0,075;1,483932035;1,285740304;0,056553401
850;0,075;1,491703275;1,293053193;0,056339083
850,5;0,075;1,499405763;1,300302643;0,056135835
851;0,075;1,507040295;1,307489362;0,055912938
851,5;0,075;1,514607655;1,314614045;0,056856864
852;0,075;1,522108613;1,321677376;0,056675675
852,5;0,075;1,529543928;1,328680029;0,057834798
853;0,075;1,536914343;1,335622668;0,058500348
853,5;0,075;1,544220592;1,342505944;0,057280137
854;0,075;1,551463395;1,349330502;0,057677477
854,5;0,075;1,558643461;1,356096973;0,057264603
855;0,075;1,565761487;1,362805981;0,057353964
855,5;0,075;1,572818161;1,36945814;0,056562004
856;0,075;1,579814158;1,376054054;0,058417509
856,5;0,075;1,586750143;1,38259432;0,05815107
857;0,075;1,593626769;1,389079524;0,057063275
857,5;0,075;1,600444683;1,395510244;0,058321482
858;0,075;1,607204517;1,401887051;0,059750939
858,5;0,075;1,613906897;1,408210505;0,060996091
859;0,075;1,620552438;1,41448116;0,060234738
859,5;0,075;1,627141746;1,420699561;0,060285558
860;0,075;1,633675419;1,426866247;0,061426738
860,5;0,075;1,640154043;1,432981748;0,060374906
861;0,075;1,646578199;1,439046586;0,059510825
861,5;0,075;1,652948457;1,445061276;0,058581059
862;0,075;1,65926538;1,451026327;0,059380234
862,5;0,075;1,665529522;1,456942239;0,058309152
863;0,075;1,671741429;1,462809508;0,060554653
863,5;0,075;1,677901641;1,468628621;0,060555409
864;0,075;1,684010688;1,474400058;0,061365831
864,5;0,075;1,690069094;1,480124295;0,05986823
865;0,075;1,696077374;1,485801799;0,061952776
865,5;0,075;1,702036038;1,491433031;0,06143591
866;0,075;1,707945587;1,497018449;0,061643862
866,5;0,075;1,713806516;1,502558501;0,061107343
867;0,075;1,719619314;1,508053631;0,062295494
867,5;0,075;1,725384461;1,513504277;0,061131917
868;0,075;1,731102434;1,518910871;0,061630773
868,5;0,075;1,736773699;1,524273841;0,062438229
869;0,075;1,74239872;1,529593607;0,062313426
869,5;0,075;1,747977953;1,534870585;0,063164988
870;0,075;1,753511848;1,540105186;0,062124896
870,5;0,075;1,759000849;1,545297815;0,061974464
871;0,075;1,764445394;1,550448872;0,062921876
871,5;0,075;1,769845916;1,555558753;0,063857843
872;0,075;1,775202841;1,560627848;0,064521616
872,5;0,075;1,780516592;1,565656541;0,062539013
873;0,075;1,785787585;1,570645215;0,063255459
873,5;0,075;1,791016229;1,575594245;0,061012055
874;0,075;1,796202932;1,580504002;0,06218413
874,5;0,075;1,801348092;1,585374853;0,064181139
875;0,075;1,806452106;1,59020716;0,064661165
875,5;0,075;1,811515364;1,595001283;0,062871202
876;0,075;1,816538252;1,599757574;0,062019065
876,5;0,075;1,82152115;1,604476382;0,064480415
877;0,075;1,826464435;1,609158054;0,063985774
877,5;0,075;1,831368478;1,613802931;0,062965886
878;0,075;1,836233646;1,618411349;0,063106172
878,5;0,075;1,841060301;1,622983642;0,063076123
879;0,075;1,845848802;1,62752014;0,062816827
879,5;0,075;1,850599503;1,632021168;0,064386873
880;0,075;1,855312753;1,636487047;0,064468362
880,5;0,075;1,859988897;1,640918097;0,063053162
881;0,075;1,864628277;1,64531463;0,064676181
881,5;0,075;1,86923123;1,649676958;0,063894926
882;0,075;1,873798089;1,654005389;0,06469039
882,5;0,075;1,878329184;1,658300226;0,063676702
883;0,075;1,88282484;1,662561768;0,063965746
883,5;0,075;1,88728538;1,666790314;0,062115028
884;0,075;1,89171112;1,670986157;0,065383545
884,5;0,075;1,896102375;1,675149587;0,065634123
885;0,075;1,900459457;1,679280891;0,064337169
885,5;0,075;1,904782672;1,683380353;0,064618908
886;0,075;1,909072324;1,687448254;0,062985548
886,5;0,075;1,913328714;1,691484871;0,065313216
887;0,075;1,917552137;1,69549048;0,063928282
887,5;0,075;1,921742889;1,699465351;0,064158623
888;0,075;1,925901258;1,703409753;0,066827142
888,5;0,075;1,930027532;1,707323952;0,066333627
889;0,075;1,934121995;1,711208211;0,066746023
889,5;0,075;1,938184928;1,715062791;0,064377698
890;0,075;1,942216607;1,718887947;0,06546917
890,5;0,075;1,946217308;1,722683935;0,06392856
891;0,075;1,950187302;1,726451006;0,065128502
891,5;0,075;1,954126858;1,73018941;0,064110294
892;0,075;1,958036241;1,733899392;0,067260903
892,5;0,075;1,961915713;1,737581198;0,065962794
893;0,075;1,965765536;1,741235067;0,064814813
893,5;0,075;1,969585966;1,74486124;0,067003552
894;0,075;1,973377257;1,748459951;0,067257585
894,5;0,075;1,977139661;1,752031436;0,067430512
895;0,075;1,980873427;1,755575924;0,066168831
895,5;0,075;1,984578802;1,759093646;0,066046743
896;0,075;1,988256028;1,762584828;0,065621254
896,5;0,075;1,991905348;1,766049694;0,066527574
897;0,075;1,995527;1,769488466;0,065966584
897,5;0,075;1,99912122;1,772901363;0,066663162
898;0,075;2,002688241;1,776288605;0,065845391
898,5;0,075;2,006228296;1,779650404;0,065769633
899;0,075;2,009741612;1,782986976;0,068355407
899,5;0,075;2,013228417;1,78629853;0,067410891
900;0,075;2,016688934;1,789585276;0,068070194
900,5;0,075;2,020123385;1,79284742;0,067284076
901;0,075;2,02353199;1,796085167;0,066625708
901,5;0,075;2,026914967;1,799298719;0,065718658
902;0,075;2,03027253;1,802488277;0,064084881
902,5;0,075;2,033604892;1,80565404;0,067138794
903;0,075;2,036912264;1,808796205;0,066851483
903,5;0,075;2,040194855;1,811914965;0,068701441
904;0,075;2,043452872;1,815010515;0,066452685
904,5;0,075;2,046686518;1,818083044;0,066060445
905;0,075;2,049895997;1,821132742;0,068753343
905,5;0,075;2,053081509;1,824159796;0,067180547
906;0,075;2,056243252;1,827164391;0,066736231
906,5;0,075;2,059381423;1,830146712;0,067461133
907;0,075;2,062496216;1,833106939;0,068641859
907,5;0,075;2,065587825;1,836045253;0,070436762
908;0,075;2,068656439;1,838961832;0,06674672
908,5;0,075;2,071702248;1,841856853;0,069515493
909;0,075;2,074725439;1,844730491;0,067579952
909,5;0,075;2,077726196;1,847582918;0,06789017
910;0,075;2,080704705;1,850414307;0,068505599
910,5;0,075;2,083661145;1,853224827;0,068164162
911;0,075;2,086595697;1,856014647;0,067432686
911,5;0,075;2,08950854;1,858783934;0,068959099
912;0,075;2,092399849;1,861532853;0,068399037
912,5;0,075;2,0952698;1,864261567;0,066857751
913;0,075;2,098118565;1,866970238;0,068170364
913,5;0,075;2,100946316;1,869659028;0,068439908
914;0,075;2,103753222;1,872328095;0,068392294
914,5;0,075;2,106539453;1,874977596;0,069514534
915;0,075;2,109305175;1,877607688;0,069167365
915,5;0,075;2,112050552;1,880218527;0,069984904
916;0,075;2,114775748;1,882810263;0,069050531
916,5;0,075;2,117480925;1,885383051;0,06835239
917;0,075;2,120166244;1,88793704;0,069297725
917,5;0,075;2,122831864;1,890472379;0,068993965
918;0,075;2,125477941;1,892989216;0,069239625
918,5;0,075;2,128104632;1,895487697;0,067034941
919;0,075;2,130712092;1,897967968;0,068640587
919,5;0,075;2,133300473;1,900430171;0,070434893
920;0,075;2,135869928;1,90287445;0,071140234
920,5;0,075;2,138420606;1,905300945;0,069173767
921;0,075;2,140952657;1,907709797;0,070389034
921,5;0,075;2,143466228;1,910101143;0,069322346
922;0,075;2,145961465;1,912475122;0,068348057
922,5;0,075;2,148438514;1,914831868;0,066599365
923;0,075;2,150897517;1,917171518;0,071961313
923,5;0,075;2,153338617;1,919494205;0,069668483
924;0,075;2,155761955;1,92180006;0,069142648
924,5;0,075;2,158167671;1,924089216;0,069351281
925;0,075;2,160555903;1,926361803;0,068337342
925,5;0,075;2,162926788;1,928617949;0,06969327
926;0,075;2,165280462;1,930857782;0,070064053
926,5;0,075;2,16761706;1,93308143;0,068973004
927;0,075;2,169936716;1,935289017;0,06909141
927,5;0,075;2,172239561;1,937480667;0,069650186
928;0,075;2,174525727;1,939656505;0,067942574
928,5;0,075;2,176795343;1,941816653;0,070181076
929;0,075;2,17904854;1,943961232;0,070624504
929,5;0,075;2,181285444;1,946090361;0,070208613
930;0,075;2,183506181;1,94820416;0,06899536
930,5;0,075;2,185710878;1,950302748;0,071544942
931;0,075;2,187899659;1,95238624;0,071282081
931,5;0,075;2,190072646;1,954454754;0,070338574
932;0,075;2,192229962;1,956508403;0,070826099
932,5;0,075;2,194371728;1,958547303;0,070502291
933;0,075;2,196498064;1,960571566;0,069586509
933,5;0,075;2,19860909;1,962581304;0,070522986
934;0,075;2,200704922;1,964576629;0,071066873
934,5;0,075;2,202785678;1,96655765;0,07030842
935;0,075;2,204851474;1,968524476;0,070782284
935,5;0,075;2,206902424;1,970477217;0,071120208
936;0,075;2,208938643;1,972415978;0,071153793
936,5;0,075;2,210960243;1,974340867;0,069602697
937;0,075;2,212967337;1,97625199;0,069242171
937,5;0,075;2,214960035;1,97814945;0,070439772
938;0,075;2,216938447;1,980033351;0,070967088
938,5;0,075;2,218902683;1,981903797;0,071764568
939;0,075;2,22085285;1,983760889;0,06995414
939,5;0,075;2,222789056;1,985604728;0,071568656
940;0,075;2,224711407;1,987435415;0,072080545
940,5;0,075;2,226620008;1,989253049;0,069696822
941;0,075;2,228514964;1,991057729;0,069531993
941,5;0,075;2,230396379;1,992849552;0,070322606
942;0,075;2,232264355;1,994628616;0,071049479
942,5;0,075;2,234118994;1,996395016;0,069108854
943;0,075;2,235960397;1,998148848;0,070586381
943,5;0,075;2,237788665;1,999890206;0,073062727
944;0,075;2,239603896;2,001619184;0,070804398
944,5;0,075;2,241406189;2,003335875;0,07062487
945;0,075;2,243195642;2,005040371;0,072788702
945,5;0,075;2,244972351;2,006732764;0,069684812
946;0,075;2,246736413;2,008413145;0,069531394
946,5;0,075;2,248487923;2,010081602;0,070841857
947;0,075;2,250226975;2,011738226;0,071399702
947,5;0,075;2,251953663;2,013383104;0,070466993
948;0,075;2,253668079;2,015016325;0,071454093
948,5;0,075;2,255370316;2,016637976;0,070626836
949;0,075;2,257060465;2,018248142;0,071153116
949,5;0,075;2,258738616;2,01984691;0,07291334
950;0,075;2,260404861;2,021434364;0,070559717
950,5;0,075;2,262059286;2,023010589;0,070617126
951;0,075;2,263701981;2,024575667;0,072708643
951,5;0,075;2,265333034;2,026129682;0,070281506
952;0,075;2,266952531;2,027672716;0,072816194
952,5;0,075;2,268560559;2,02920485;0,071889579
953;0,075;2,270157203;2,030726165;0,070210419
953,5;0,075;2,271742547;2,032236741;0,071097445
954;0,075;2,273316676;2,033736659;0,071613414
954,5;0,075;2,274879674;2,035225995;0,069889117
955;0,075;2,276431622;2,03670483;0,07246773
955,5;0,075;2,277972603;2,03817324;0,070442268
956;0,075;2,279502699;2,039631302;0,069315578
956,5;0,075;2,281021989;2,041079093;0,069194046
957;0,075;2,282530555;2,042516689;0,072708223
957,5;0,075;2,284028475;2,043944164;0,071029087
958;0,075;2,285515828;2,045361593;0,073047958
958,5;0,075;2,286992693;2,04676905;0,072134362
959;0,075;2,288459147;2,048166609;0,072973437
959,5;0,075;2,289915266;2,049554342;0,070526149
960;0,075;2,291361127;2,050932321;0,072340524
960,5;0,075;2,292796806;2,052300617;0,072732353
961;0,075;2,294222378;2,053659303;0,072003282
961,5;0,075;2,295637917;2,055008448;0,070855447
962;0,075;2,297043496;2,056348122;0,070660382
962,5;0,075;2,29843919;2,057678395;0,073200113
963;0,075;2,299825071;2,058999335;0,0709744
963,5;0,075;2,30120121;2,06031101;0,07069787
964;0,075;2,30256768;2,061613489;0,07157991
964,5;0,075;2,303924552;2,062906839;0,071222113
965;0,075;2,305271895;2,064191125;0,071066612
965,5;0,075;2,306609779;2,065466415;0,072155335
966;0,075;2,307938275;2,066732774;0,071999592
966,5;0,075;2,30925745;2,067990267;0,072810377
967;0,075;2,310567372;2,069238958;0,070688816
967,5;0,075;2,31186811;2,070478911;0,072093702
968;0,075;2,31315973;2,071710191;0,071363211
968,5;0,075;2,314442299;2,07293286;0,071942069
969;0,075;2,315715884;2,074146981;0,073399617
969,5;0,075;2,316980548;2,075352616;0,071483769
970;0,075;2,318236358;2,076549826;0,071921799
970,5;0,075;2,319483379;2,077738673;0,070624417
971;0,075;2,320721673;2,078919217;0,071145544
971,5;0,075;2,321951304;2,080091518;0,072860561
972;0,075;2,323172336;2,081255637;0,073239185
972,5;0,075;2,324384832;2,082411632;0,072825122
973;0,075;2,325588852;2,083559562;0,071175471
973,5;0,075;2,326784458;2,084699485;0,071579398
974;0,075;2,327971712;2,08583146;0,072382719
974,5;0,075;2,329150674;2,086955544;0,072463169
975;0,075;2,330321405;2,088071793;0,07286328
975,5;0,075;2,331483963;2,089180265;0,072256435
976;0,075;2,332638408;2,090281014;0,071859506
976,5;0,075;2,333784799;2,091374099;0,073070097
977;0,075;2,334923194;2,092459572;0,074827723
977,5;0,075;2,336053651;2,093537489;0,073142765
978;0,075;2,337176227;2,094607905;0,072666673
978,5;0,075;2,338290978;2,095670874;0,071440709
979;0,075;2,339397963;2,096726449;0,072465978
979,5;0,075;2,340497236;2,097774682;0,071291254
980;0,075;2,341588853;2,098815628;0,073208915
980,5;0,075;2,342672869;2,099849339;0,073193497
981;0,075;2,343749339;2,100875865;0,07150786
981,5;0,075;2,344818318;2,10189526;0,07313096
982;0,075;2,345879859;2,102907573;0,071911774
982,5;0,075;2,346934016;2,103912856;0,071564694
983;0,075;2,347980842;2,104911159;0,072652443
983,5;0,075;2,34902039;2,105902533;0,071363373
984;0,075;2,350052711;2,106887026;0,073275419
984,5;0,075;2,351077859;2,107864689;0,071794614
985;0,075;2,352095883;2,108835569;0,071948393
985,5;0,075;2,353106836;2,109799715;0,072844858
986;0,075;2,354110768;2,110757176;0,071665823
986,5;0,075;2,355107729;2,111708;0,071692073
987;0,075;2,35609777;2,112652233;0,073127095
987,5;0,075;2,357080939;2,113589923;0,072292172
988;0,075;2,358057287;2,114521116;0,072219123
988,5;0,075;2,359026861;2,115445859;0,071159066
989;0,075;2,359989711;2,116364197;0,07089344
989,5;0,075;2,360945884;2,117276178;0,072866888
990;0,075;2,361895428;2,118181844;0,073012416
990,5;0,075;2,36283839;2,119081243;0,07350929
991;0,075;2,363774818;2,119974418;0,072638418
991,5;0,075;2,364704758;2,120861413;0,072748699
992;0,075;2,365628256;2,121742273;0,072172414
992,5;0,075;2,366545359;2,122617041;0,071668369
993;0,075;2,367456111;2,12348576;0,073147139
993,5;0,075;2,368360558;2,124348474;0,072410747
994;0,075;2,369258746;2,125205225;0,071792612
994,5;0,075;2,370150718;2,126056055;0,0743565
995;0,075;2,371036518;2,126901006;0,073429076
995,5;0,075;2,371916191;2,127740121;0,072194405
996;0,075;2,372789781;2,12857344;0,074158234
996,5;0,075;2,37365733;2,129401005;0,074157342
997;0,075;2,374518881;2,130222856;0,074182908
997,5;0,075;2,375374477;2,131039034;0,073777632
998;0,075;2,376224161;2,131849579;0,071732868
998,5;0,075;2,377067974;2,132654531;0,072325034
999;0,075;2,377905957;2,133453929;0,073678306
999,5;0,075;2,378738153;2,134247813;0,072942169
1000;0,075;2,379564602;2,135036222;0,074638915
1000,5;0,075;2,380385345;2,135819194;0,073729091
1001;0,075;2,381200422;2,136596768;0,071801242
1001,5;0,075;2,382009874;2,137368982;0,072505866
1002;0,075;2,38281374;2,138135874;0,074064592
1002,5;0,075;2,38361206;2,138897481;0,073828696
1003;0,075;2,384404873;2,13965384;0,072788151
1003,5;0,075;2,385192218;2,14040499;0,07366047
1004;0,075;2,385974134;2,141150966;0,07494593
1004,5;0,075;2,386750659;2,141891805;0,072750598
1005;0,075;2,387521831;2,142627542;0,073654553
1005,5;0,075;2,388287688;2,143358215;0,071542855
1006;0,075;2,389048267;2,144083859;0,071995282
1006,5;0,075;2,389803606;2,144804509;0,073000919
1007;0,075;2,390553741;2,1455202;0,07211175
1007,5;0,075;2,39129871;2,146230967;0,072840877
1008;0,075;2,392038548;2,146936845;0,072846934
1008,5;0,075;2,392773293;2,147637868;0,072273448
1009;0,075;2,393502979;2,14833407;0,073107894
1009,5;0,075;2,394227643;2,149025486;0,072187025
1010;0,075;2,394947319;2,149712148;0,072942478
1010,5;0,075;2,395662044;2,150394091;0,072519683
1011;0,075;2,396371851;2,151071347;0,073053761
1011,5;0,075;2,397076775;2,151743949;0,071206189
1012;0,075;2,397776851;2,15241193;0,073227932
1012,5;0,075;2,398472113;2,153075322;0,073046232
1013;0,075;2,399162594;2,153734158;0,07342395
1013,5;0,075;2,399848329;2,154388469;0,076303985
1014;0,075;2,40052935;2,155038287;0,073975491
1014,5;0,075;2,40120569;2,155683644;0,072430462
1015;0,075;2,401877383;2,15632457;0,073919865
1015,5;0,075;2,402544461;2,156961098;0,073022748
1016;0,075;2,403206957;2,157593257;0,074515112
1016,5;0,075;2,403864902;2,158221079;0,075130684
1017;0,075;2,404518328;2,158844593;0,071738559
1017,5;0,075;2,405167268;2,15946383;0,074530854
1018;0,075;2,405811752;2,160078819;0,07353285
1018,5;0,075;2,406451812;2,160689591;0,07434859
1019;0,075;2,407087479;2,161296174;0,073879964
1019,5;0,075;2,407718783;2,161898599;0,073574064
1020;0,075;2,408345756;2,162496894;0,073027062
1020,5;0,075;2,408968426;2,163091088;0,074009179
1021;0,075;2,409586826;2,163681209;0,07275761
1021,5;0,075;2,410200983;2,164267287;0,074282423
1022;0,075;2,410810929;2,164849348;0,074349437
1022,5;0,075;2,411416692;2,165427422;0,074223508
1023;0,075;2,412018301;2,166001537;0,072666056
1023,5;0,075;2,412615787;2,166571718;0,073825966
1024;0,075;2,413209176;2,167137995;0,072626933
1024,5;0,075;2,413798499;2,167700395;0,073130679
1025;0,075;2,414383783;2,168258943;0,074641043
1025,5;0,075;2,414965057;2,168813668;0,0722268
1026;0,075;2,415542349;2,169364596;0,075157379
1026,5;0,075;2,416115686;2,169911753;0,074609453
1027;0,075;2,416685096;2,170455165;0,07391096
1027,5;0,075;2,417250606;2,170994859;0,072899944
1028;0,075;2,417812244;2,171530861;0,073651827
1028,5;0,075;2,418370037;2,172063195;0,074905693
1029;0,075;2,418924011;2,172591889;0,073657476
1029,5;0,075;2,419474192;2,173116966;0,072933637
1030;0,075;2,420020608;2,173638452;0,073655037
1030,5;0,075;2,420563285;2,174156373;0,073695949
1031;0,075;2,421102248;2,174670752;0,073047829
1031,5;0,075;2,421637524;2,175181614;0,072962593
1032;0,075;2,422169137;2,175688985;0,073938022
1032,5;0,075;2,422697114;2,176192888;0,075912411
1033;0,075;2,42322148;2,176693347;0,073163956
1033,5;0,075;2,42374226;2,177190385;0,072163745
1034;0,075;2,424259479;2,177684028;0,074406603
1034,5;0,075;2,424773161;2,178174298;0,074083867
1035;0,075;2,425283332;2,178661219;0,07431716
1035,5;0,075;2,425790015;2,179144814;0,0741489
1036;0,075;2,426293235;2,179625106;0,074912811
1036,5;0,075;2,426793016;2,180102118;0,073506973
1037;0,075;2,427289381;2,180575873;0,076382088
1037,5;0,075;2,427782355;2,181046393;0,071958986
1038;0,075;2,428271961;2,181513701;0,074046648
1038,5;0,075;2,428758222;2,181977819;0,073803141
1039;0,075;2,429241161;2,182438768;0,07293224
1039,5;0,075;2,429720802;2,182896572;0,074169029
1040;0,075;2,430197168;2,183351251;0,074405987
1040,5;0,075;2,43067028;2,183802828;0,07481126
1041;0,075;2,431140163;2,184251324;0,075029343
1041,5;0,075;2,431606837;2,18469676;0,072304944
1042;0,075;2,432070325;2,185139157;0,073968639
1042,5;0,075;2,43253065;2,185578536;0,073082457
1043;0,075;2,432987833;2,186014919;0,074236054
1043,5;0,075;2,433441896;2,186448326;0,075520425
1044;0,075;2,43389286;2,186878777;0,074232426
1044,5;0,075;2,434340748;2,187306293;0,074795199
1045;0,075;2,43478558;2,187730894;0,074008281
1045,5;0,075;2,435227377;2,188152601;0,073885799
1046;0,075;2,43566616;2,188571433;0,071318247
1046,5;0,075;2,436101951;2,18898741;0,072395076
1047;0,075;2,43653477;2,189400552;0,073418678
1047,5;0,075;2,436964637;2,189810878;0,075502314
1048;0,075;2,437391573;2,190218409;0,076176769
1048,5;0,075;2,437815599;2,190623162;0,075223349
1049;0,075;2,438236733;2,191025158;0,074214878
1049,5;0,075;2,438654997;2,191424416;0,075024306
1050;0,075;2,43907041;2,191820953;0,074458407
1050,5;0,075;2,439482991;2,19221479;0,073668275
1051;0,075;2,439892761;2,192605944;0,071578439
1051,5;0,075;2,440299739;2,192994435;0,073868288
1052;0,075;2,440703943;2,19338028;0,074592687
1052,5;0,075;2,441105394;2,193763497;0,07291721
1053;0,075;2,441504109;2,194144106;0,072532738
1053,5;0,075;2,441900109;2,194522123;0,073586099
1054;0,075;2,442293411;2,194897567;0,07524343
1054,5;0,075;2,442684034;2,195270456;0,073804638
1055;0,075;2,443071997;2,195640806;0,073816125
1055,5;0,075;2,443457319;2,196008636;0,074052694
1056;0,075;2,443840016;2,196373962;0,074212762
1056,5;0,075;2,444220108;2,196736803;0,074816836
1057;0,075;2,444597612;2,197097175;0,076034134
1057,5;0,075;2,444972547;2,197455095;0,073996616
1058;0,075;2,445344929;2,19781058;0,072647427
1058,5;0,075;2,445714777;2,198163646;0,074937104
1059;0,075;2,446082107;2,198514312;0,074346172
1059,5;0,075;2,446446938;2,198862592;0,075127266
1060;0,075;2,446809286;2,199208503;0,076059611
1060,5;0,075;2,447169168;2,199552062;0,075887129
1061;0,075;2,447526602;2,199893284;0,074016278
1061,5;0,075;2,447881605;2,200232187;0,075483022
1062;0,075;2,448234192;2,200568785;0,073113108
1062,5;0,075;2,448584381;2,200903094;0,073848505
1063;0,075;2,448932188;2,201235131;0,073757862
1063,5;0,075;2,449277629;2,201564911;0,074293529
1064;0,075;2,449620722;2,20189245;0,071567035
1064,5;0,075;2,449961481;2,202217762;0,073850879
1065;0,075;2,450299923;2,202540863;0,074817008
1065,5;0,075;2,450636064;2,202861769;0,075999037
1066;0,075;2,45096992;2,203180493;0,073118379
1066,5;0,075;2,451301506;2,203497052;0,075444874
1067;0,075;2,451630838;2,203811461;0,075786184
1067,5;0,075;2,451957931;2,204123733;0,074438011
1068;0,075;2,452282801;2,204433884;0,074638433
1068,5;0,075;2,452605464;2,204741927;0,074159857
1069;0,075;2,452925933;2,205047879;0,074298554
1069,5;0,075;2,453244225;2,205351752;0,074055936
1070;0,075;2,453560354;2,205653562;0,07429324
1070,5;0,075;2,453874335;2,205953321;0,075290619
1071;0,075;2,454186183;2,206251046;0,072493626
1071,5;0,075;2,454495913;2,206546748;0,074896609
1072;0,075;2,454803538;2,206840443;0,073378623
1072,5;0,075;2,455109074;2,207132143;0,074598962
1073;0,075;2,455412534;2,207421863;0,073113362
1073,5;0,075;2,455713933;2,207709617;0,075775996
1074;0,075;2,456013286;2,207995417;0,073300015
1074,5;0,075;2,456310606;2,208279277;0,074818585
1075;0,075;2,456605906;2,20856121;0,073042994
1075,5;0,075;2,456899202;2,20884123;0,073734662
1076;0,075;2,457190506;2,209119349;0,073469097
1076,5;0,075;2,457479832;2,209395581;0,074946398
1077;0,075;2,457767195;2,209669938;0,075327396
1077,5;0,075;2,458052606;2,209942434;0,073570711
1078;0,075;2,45833608;2,210213081;0,073141756
1078,5;0,075;2,45861763;2,210481891;0,074828649
1079;0,075;2,45889727;2,210748878;0,074606158
1079,5;0,075;2,459175011;2,211014054;0,074007387
1080;0,075;2,459450867;2,211277431;0,073141162
1080,5;0,075;2,459724852;2,211539021;0,076000806
1081;0,075;2,459996977;2,211798837;0,075698092
1081,5;0,075;2,460267256;2,21205689;0,073395016
1082;0,075;2,460535701;2,212313194;0,073823975
1082,5;0,075;2,460802325;2,212567759;0,074187896
1083;0,075;2,46106714;2,212820598;0,073601552
1083,5;0,075;2,461330159;2,213071723;0,075862557
1084;0,075;2,461591394;2,213321145;0,074948735
1084,5;0,075;2,461850856;2,213568875;0,075003974
1085;0,075;2,462108559;2,213814926;0,075297845
1085,5;0,075;2,462364514;2,214059309;0,076413829
1086;0,075;2,462618733;2,214302035;0,074889739
1086,5;0,075;2,462871229;2,214543116;0,07210744
1087;0,075;2,463122012;2,214782563;0,073005789
1087,5;0,075;2,463371095;2,215020386;0,074070895
1088;0,075;2,463618488;2,215256598;0,074878604
1088,5;0,075;2,463864205;2,215491209;0,075382784
1089;0,075;2,464108255;2,21572423;0,07413078
1089,5;0,075;2,464350651;2,215955671;0,074213363
1090;0,075;2,464591404;2,216185544;0,073722807
1090,5;0,075;2,464830525;2,21641386;0,073127091
1091;0,075;2,465068026;2,216640628;0,073531718
1091,5;0,075;2,465303916;2,216865861;0,073926625
1092;0,075;2,465538208;2,217089567;0,075095144
1092,5;0,075;2,465770912;2,217311757;0,075390833
1093;0,075;2,466002038;2,217532442;0,073237628
1093,5;0,075;2,466231599;2,217751633;0,07749351
1094;0,075;2,466459604;2,217969338;0,072888198
1094,5;0,075;2,466686064;2,218185569;0,074653224
1095;0,075;2,46691099;2,218400335;0,075076595
1095,5;0,075;2,467134392;2,218613647;0,074552079
1096;0,075;2,46735628;2,218825514;0,073694246
1096,5;0,075;2,467576665;2,219035946;0,074821872
1097;0,075;2,467795557;2,219244953;0,073265784
1097,5;0,075;2,468012966;2,219452545;0,073883241
1098;0,075;2,468228903;2,219658731;0,074629599
1098,5;0,075;2,468443377;2,21986352;0,07618517
1099;0,075;2,468656399;2,220066924;0,074030791
1099,5;0,075;2,468867977;2,22026895;0,073792166
1100;0,075;2,469078123;2,220469608;0,076221379
1100,5;0,075;2,469286846;2,220668908;0,073474342
1101;0,075;2,469494155;2,220866858;0,074764158
1101,5;0,075;2,469700061;2,221063469;0,074184277
1102;0,075;2,469904572;2,221258749;0,072746502
1102,5;0,075;2,470107698;2,221452707;0,073185928
1103;0,075;2,47030945;2,221645352;0,073351091
1103,5;0,075;2,470509835;2,221836693;0,073557691
1104;0,075;2,470708864;2,222026739;0,074916753
1104,5;0,075;2,470906545;2,222215499;0,075719497
1105;0,075;2,471102888;2,222402981;0,07342632
1105,5;0,075;2,471297902;2,222589195;0,075429626
1106;0,075;2,471491596;2,222774149;0,07352677
1106,5;0,075;2,471683979;2,222957851;0,075230764
1107;0,075;2,47187506;2,22314031;0,075231659
1107,5;0,075;2,472064847;2,223321535;0,072381109
1108;0,075;2,47225335;2,223501533;0,075664703
1108,5;0,075;2,472440578;2,223680314;0,074955405
1109;0,075;2,472626538;2,223857885;0,075971834
1109,5;0,075;2,47281124;2,224034254;0,075244546
1110;0,075;2,472994692;2,224209431;0,074044142
1110,5;0,075;2,473176903;2,224383422;0,075141767
1111;0,075;2,473357881;2,224556237;0,074986038
1111,5;0,075;2,473537634;2,224727883;0,074588653
1112;0,075;2,473716172;2,224898367;0,07587399
1112,5;0,075;2,473893501;2,225067699;0,074417839
1113;0,075;2,474069631;2,225235885;0,075849138
1113,5;0,075;2,474244569;2,225402934;0,073817831
1114;0,075;2,474418324;2,225568853;0,074200678
1114,5;0,075;2,474590903;2,22573365;0,076045729
1115;0,075;2,474762315;2,225897333;0,071524211
1115,5;0,075;2,474932568;2,226059908;0,075327423
1116;0,075;2,475101669;2,226221385;0,074833194
1116,5;0,075;2,475269626;2,226381769;0,073735931
1117;0,075;2,475436448;2,226541069;0,075849694
1117,5;0,075;2,475602141;2,226699292;0,07436948
1118;0,075;2,475766714;2,226856445;0,074376254
1118,5;0,075;2,475930173;2,227012536;0,073168738
1119;0,075;2,476092528;2,227167571;0,07506752
1119,5;0,075;2,476253784;2,227321559;0,076017286
1120;0,075;2,476413951;2,227474505;0,075781658
1120,5;0,075;2,476573034;2,227626417;0,074370968
1121;0,075;2,476731041;2,227777303;0,076099749
1121,5;0,075;2,47688798;2,227927168;0,075352598
1122;0,075;2,477043859;2,228076021;0,074522788
