t[sec];q1[m3/h];h1[m];h2[m];q2_measurement[m3/h]
284,5;0,0445;0,382602978;0,285742158;0,025930811
285;0,045;0,390323855;0,292335067;0,026946501
285,5;0,0455;0,398125537;0,299008088;0,027049849
286;0,046;0,406007919;0,305761151;0,027722635
286,5;0,0465;0,413970904;0,312594187;0,027509231
287;0,047;0,422014397;0,319507133;0,030339371
287,5;0,0475;0,430138307;0,326499927;0,028285768
288;0,048;0,43834255;0,333572509;0,029953201
288,5;0,0485;0,446627044;0,340724825;0,025376608
289;0,049;0,454991711;0,347956819;0,030155545
289,5;0,0495;0,463436477;0,355268439;0,029157029
290;0,05;0,471961271;0,362659637;0,030275513
290,5;0,0505;0,480566026;0,370130364;0,02965087
291;0,051;0,489250677;0,377680575;0,031396207
291,5;0,0515;0,498015162;0,385310226;0,030954376
292;0,052;0,506859421;0,393019275;0,032165088
292,5;0,0525;0,515783399;0,400807682;0,031684706
293;0,053;0,524787042;0,408675408;0,029685031
293,5;0,0535;0,533870297;0,416622416;0,032253864
294;0,054;0,543033115;0,42464867;0,031939115
294,5;0,0545;0,552275448;0,432754135;0,034860566
295;0,055;0,561597251;0,440938779;0,033046164
295,5;0,0555;0,57099848;0,449202569;0,034254325
296;0,056;0,580479094;0,457545476;0,030933319
296,5;0,0565;0,590039051;0,465967469;0,03370288
297;0,057;0,599678314;0,474468521;0,033480825
297,5;0,0575;0,609396845;0,483048603;0,032627657
298;0,058;0,619194608;0,49170769;0,036553031
298,5;0,0585;0,629071571;0,500445756;0,034567354
299;0,059;0,639027699;0,509262777;0,035427475
299,5;0,0595;0,64906296;0,51815873;0,03485653
300;0,06;0,659177326;0,527133591;0,036872978
300,5;0;0,669370766;0,536187338;0,035472559
301;0;0,649393251;0,545319951;0,036721449
301,5;0;0,633782256;0,531843909;0,037379665
302;0;0,618491504;0,515990442;0,034298702
302,5;0;0,603116345;0,501706702;0,037122969
303;0;0,587904898;0,487973341;0,036001342
303,5;0;0,572915165;0,474382937;0,034458155
304;0;0,558135331;0,460963247;0,033932038
304,5;0;0,543559518;0,447747981;0,033998949
305;0;0,529187788;0,434738791;0,032951703
305,5;0;0,515020438;0,421933072;0,034253821
306;0;0,501057333;0,409330191;0,032446407
306,5;0;0,487298262;0,396930078;0,030655058
307;0;0,473743034;0,384732569;0,031984371
307,5;0;0,460391465;0,372737434;0,030461405
308;0;0,44724336;0,360944439;0,029599986
308,5;0;0,434298522;0,349353347;0,030145565
309;0;0,421556746;0,337963913;0,029216326
309,5;0;0,409017821;0,326775887;0,029828093
310;0;0,396681531;0,315789008;0,029113361
310,5;0;0,384547652;0,305003007;0,028459417
311;0;0,372615955;0,294417607;0,027188017
311,5;0;0,360886203;0,284032522;0,028316902
312;0;0,349358151;0,273847455;0,026360373
312,5;0;0,338031546;0,2638621;0,025747261
313;0;0,326906129;0,25407614;0,026199291
313,5;0;0,315981631;0,244489246;0,022496902
314;0;0,305257773;0,235101077;0,025972824
314,5;0;0,294734269;0,225911282;0,025352824
315;0;0,284410821;0,216919494;0,024956711
315,5;0;0,274287122;0,208125332;0,023771345
316;0;0,264362853;0,199528403;0,022384288
316,5;0;0,254637686;0,191128297;0,020167892
317;0;0,245111277;0,182924586;0,02138017
317,5;0;0,235783274;0,174916827;0,022361112
318;0;0,226653307;0,167104557;0,019439804
318,5;0;0,217720994;0,159487295;0,021378062
319;0;0,208985939;0,152064539;0,022384508
319,5;0;0,200447729;0,144835764;0,019461859
320;0;0,192105934;0,137800421;0,020714692
320,5;0;0,183960107;0,130957938;0,018220732
321;0;0,176009782;0,124307716;0,01600246
321,5;0;0,168254472;0,117849127;0,018073818
322;0;0,16069367;0,111581512;0,017412
322,5;0;0,153326847;0,10550418;0,016492089
323;0;0,146153447;0,099616406;0,016056632
323,5;0;0,139172891;0,093917428;0,017742235
324;0;0,132384571;0,088406441;0,01489838
324,5;0;0,125787852;0,083082601;0,01395219
325;0;0,119382064;0,077945013;0,016114379
325,5;0;0,113166506;0,072992736;0,013344915
326;0;0,107140441;0,068224771;0,013580795
326,5;0;0,10130309;0,063640064;0,011425966
327;0;0,095653636;0,059237494;0,012896382
327,5;0;0,090191215;0,055015873;0,012760705
328;0;0,084914914;0,050973937;0,012710394
328,5;0;0,079823767;0,047110341;0,012736482
329;0;0,074916753;0,04342365;0,011935828
329,5;0;0,070192788;0,039912331;0,010028499
330;0;0,065650719;0,036574746;0,007646251
330,5;0;0,061289323;0,033409137;0,008420353
331;0;0,057107295;0,03041362;0,009548586
331,5;0;0,053103244;0,027586168;0,010007415
332;0;0,049275683;0,024924599;0,00955548
332,5;0;0,04562302;0,022426556;0,00700158
333;0;0,042143551;0,020089496;0,008435498
333,5;0;0,038835442;0,017910664;0,006791315
334;0;0,035696726;0,01588707;0,007727076
334,5;0;0,032725277;0,014015471;0,005591167
335;0;0,029918806;0,012292335;0,006399402
335,5;0;0,027274836;0,010713819;0,006529868
336;0;0,024790683;0,009275731;0,006426617
336,5;0;0,02246344;0,007973498;0,005136702
337;0;0,020289949;0,00680213;0,004044924
337,5;0;0,018266776;0,005756189;0,003915069
338;0;0,016390188;0,004829751;0,004004895
338,5;0;0,014656123;0,004016385;0,00207726
339;0;0,013060162;0,003309137;0,003515113
339,5;0;0,011597508;0,002700536;0,002122468
340;0;0,010262962;0,002182628;0,002663638
340,5;0;0,009050912;0,001747043;0,002572571
341;0;0,007955332;0,001385119;0,002337509
341,5;0;0,0069698;0,001088073;0,002682643
342;0;0,006087541;0,000847219;0,00087052
342,5;0;0,005301493;0,000654216;0,000991634
343;0;0,004604401;0,000501295;0,00056309
343,5;0;0,003988935;0,000381418;0,001152537
344;0;0,003447808;0,000288354;0,001806324
344,5;0;0,00297389;0,000216703;0,000431539
345;0;0,002560312;0,00016197;0,001359536
345,5;0;0,00220056;0,000120623;0,000677343
346;0;0,00188857;8,97341E-05;0,000542704
346,5;0;0,001618744;6,60063E-05;-0,000793712
347;0;0,001385834;4,64585E-05;0,001166819
347,5;0;0,001184927;3,54366E-05;-0,00022842
348;0;0,001012504;4,55491E-05;0,001581109
348,5;0;0,000867461;2,66574E-05;0,001046294
349;0;0,00074134;-0,000186366;0,000829287
349,5;0;0,000602184;-0,000135971;0,000384156
350;0;0,000491461;0,000417645;0,000878935
350,5;0,05;0,000480388;0,000473007;0,002237061
351;0,05;0,025479281;-0,002076003;0,001572851
351,5;0,05;0,046345989;0,01587187;0,001314175
352;0,05;0,066774871;0,038727459;0,005190892
352,5;0,05;0,087567759;0,044015067;0,00962395
353;0,05;0,106034855;0,052080469;0,011320449
353,5;0,05;0,122941697;0,066321549;0,012063464
354;0,05;0,139448675;0,080260228;0,014698945
354,5;0,05;0,155570408;0,09246035;0,013105629
355;0,05;0,171103899;0,104380098;0,014196051
355,5;0,05;0,186095329;0,116413832;0,016855831
356;0,05;0,200643105;0,128290069;0,017652603
356,5;0,05;0,214790149;0,139905506;0,017724237
357;0,05;0,228557453;0,151296985;0,018336524
357,5;0,05;0,241968383;0,162487405;0,021370708
358;0,05;0,255046236;0,173476997;0,02006772
358,5;0,05;0,26781085;0,184266768;0,02266616
359;0,05;0,280279238;0,194861617;0,021788921
359,5;0,05;0,292466595;0,205266951;0,021039127
360;0,05;0,304386648;0,215487768;0,022770786
360,5;0,05;0,316051816;0,225528933;0,023135841
361;0,05;0,327473384;0,23539527;0,021672249
361,5;0,05;0,338661667;0,245091497;0,024280016
362;0,05;0,349626141;0,254622186;0,024978093
362,5;0,05;0,360375548;0,263991757;0,024727177
363;0,05;0,370917979;0,273204473;0,025651123
363,5;0,05;0,381260953;0,282264443;0,026871332
364;0,05;0,391411477;0,291175619;0,027776307
364,5;0,05;0,401376098;0,299941806;0,02754256
365;0,05;0,411160954;0,308566661;0,027764136
365,5;0,05;0,42077181;0,317053702;0,026239132
366;0,05;0,430214094;0,325406312;0,026577255
366,5;0,05;0,439492927;0,333627746;0,029234564
367;0,05;0,44861315;0,341721137;0,029224013
367,5;0,05;0,457579348;0,349689499;0,030422816
368;0,05;0,46639587;0,357535737;0,030300081
368,5;0,05;0,47506685;0,36526265;0,030103768
369;0,05;0,48359622;0,372872935;0,030813448
369,5;0,05;0,491987727;0,380369195;0,030538569
370;0,05;0,500244948;0,387753941;0,030506244
370,5;0,05;0,508371297;0,395029598;0,031908498
371;0,05;0,516370042;0,402198507;0,032723824
371,5;0,05;0,524244312;0,409262933;0,030780585
372;0,05;0,531997105;0,416225064;0,031964999
372,5;0,05;0,539631299;0,423087018;0,030235672
373;0,05;0,547149657;0,429850845;0,031497288
373,5;0,05;0,554554835;0,436518529;0,034312024
374;0,05;0,561849389;0,443091994;0,033099407
374,5;0,05;0,56903578;0,449573104;0,032145724
375;0,05;0,576116379;0,455963666;0,0360775
375,5;0,05;0,583093472;0,462265434;0,033740804
376;0,05;0,589969266;0,46848011;0,034107399
376,5;0,05;0,596745893;0,474609346;0,033671928
377;0,05;0,603425411;0,480654748;0,035208325
377,5;0,05;0,610009811;0,486617874;0,035945041
378;0,05;0,616501021;0,492500241;0,03526404
378,5;0,05;0,622900904;0,498303324;0,033795134
379;0,05;0,629211267;0,504028557;0,036178894
379,5;0,05;0,63543386;0,509677336;0,035633802
380;0,05;0,641570382;0,515251018;0,036179244
380,5;0,05;0,647622477;0,520750929;0,035800605
381;0,05;0,653591745;0,526178356;0,036008409
381,5;0,05;0,659479736;0,531534555;0,037141562
382;0,05;0,665287959;0,536820751;0,037429266
382,5;0,05;0,671017878;0,542038137;0,037026749
383;0,05;0,676670917;0,547187877;0,037465692
383,5;0,05;0,682248461;0,552271108;0,037298955
384;0,05;0,687751858;0,557288937;0,037193623
384,5;0,05;0,69318242;0,562242446;0,038465355
385;0,05;0,698541424;0,567132692;0,036225844
385,5;0,05;0,703830114;0,571960706;0,037633704
386;0,05;0,709049703;0,576727496;0,037953271
386,5;0,05;0,714201372;0,581434046;0,03826506
387;0,05;0,719286273;0,586081319;0,03768746
387,5;0,05;0,72430553;0,590670256;0,036066018
388;0,05;0,729260239;0,595201776;0,037437272
388,5;0,05;0,734151469;0,599676779;0,039032919
389;0,05;0,738980266;0,604096145;0,040531392
389,5;0,05;0,743747648;0,608460735;0,037403308
390;0,05;0,748454611;0,612771392;0,037033554
390,5;0,05;0,753102128;0,61702894;0,039056107
391;0,05;0,75769115;0,621234186;0,039727911
391,5;0,05;0,762222605;0,625387922;0,038592686
392;0,05;0,766697403;0,629490921;0,039841249
392,5;0,05;0,77111643;0,633543942;0,038691696
393;0,05;0,775480557;0,637547729;0,040456037
393,5;0,05;0,779790633;0,641503008;0,040981709
394;0,05;0,784047489;0,645410494;0,039285827
394,5;0,05;0,78825194;0,649270887;0,041555279
395;0,05;0,792404782;0,653084871;0,039814891
395,5;0,05;0,796506795;0,65685312;0,038687129
396;0,05;0,800558744;0,660576293;0,040447503
396,5;0,05;0,804561377;0,664255037;0,042143861
397;0,05;0,808515426;0,667889986;0,04121085
397,5;0,05;0,81242161;0,671481762;0,041640169
398;0,05;0,816280633;0,675030977;0,041042601
398,5;0,05;0,820093184;0,67853823;0,041019797
399;0,05;0,823859941;0,68200411;0,04205136
399,5;0,05;0,827581566;0,685429193;0,041493346
400;0,05;0,83125871;0,688814048;0,039566897
400,5;0,05;0,834892011;0,692159231;0,041587937
401;0,05;0,838482094;0,695465289;0,042649742
401,5;0,05;0,842029573;0,698732758;0,043177452
402;0,05;0,845535051;0,701962168;0,0409117
402,5;0,05;0,848999118;0,705154035;0,042614437
403;0,05;0,852422356;0,708308869;0,041921254
403,5;0,05;0,855805333;0,711427171;0,042581604
404;0,05;0,859148609;0,714509433;0,04224464
404,5;0,05;0,862452732;0,717556137;0,041888944
405;0,05;0,865718243;0,720567759;0,041950815
405,5;0,05;0,86894567;0,723544765;0,042680428
406;0,05;0,872135535;0,726487616;0,041472168
406,5;0,05;0,875288347;0,729396762;0,043393171
407;0,05;0,878404609;0,732272647;0,043050265
407,5;0,05;0,881484815;0,735115708;0,040958891
408;0,05;0,884529449;0,737926375;0,042007805
408,5;0,05;0,887538988;0,740705069;0,042978837
409;0,05;0,8905139;0,743452207;0,043136775
409,5;0,05;0,893454646;0,746168196;0,042836287
410;0,05;0,896361678;0,74885344;0,04213712
410,5;0,05;0,899235443;0,751508334;0,042060239
411;0,05;0,902076376;0,754133268;0,043365972
411,5;0,05;0,90488491;0,756728624;0,042493774
412;0,05;0,907661467;0,75929478;0,044223884
412,5;0,05;0,910406464;0,761832108;0,044320147
413;0,05;0,913120311;0,764340972;0,044149789
413,5;0,05;0,91580341;0,766821733;0,045595829
414;0,05;0,918456158;0,769274745;0,04434773
414,5;0,05;0,921078946;0,771700358;0,044578303
415;0,05;0,923672158;0,774098913;0,043123837
415,5;0,05;0,926236171;0,77647075;0,043961063
416;0,05;0,928771358;0,778816202;0,044394339
416,5;0,05;0,931278085;0,781135597;0,046718769
417;0,05;0,933756712;0,783429258;0,044579723
417,5;0,05;0,936207594;0,785697503;0,04460416
418;0,05;0,93863108;0,787940647;0,046661996
418,5;0,05;0,941027515;0,790158997;0,04340934
419;0,05;0,943397237;0,79235286;0,044906638
419,5;0,05;0,945740581;0,794522533;0,043724293
420;0,05;0,948057874;0,796668313;0,045590776
420,5;0,05;0,950349439;0,798790492;0,044675501
421;0,05;0,952615597;0,800889355;0,044084275
421,5;0,05;0,954856661;0,802965187;0,044542528
422;0,05;0,95707294;0,805018265;0,042487422
422,5;0,05;0,959264739;0,807048865;0,045385013
423;0,05;0,961432358;0,809057258;0,046769783
423,5;0,05;0,963576093;0,81104371;0,044182023
424;0,05;0,965696235;0,813008484;0,045004655
424,5;0,05;0,967793073;0,814951841;0,045063684
425;0,049;0,969866888;0,816874036;0,045223541
425,5;0,048;0,97141796;0,818775321;0,043619085
426;0,047;0,972521564;0,820280945;0,046036658
426,5;0,046;0,973185471;0,821353654;0,04625185
427;0,045;0,973410699;0,822015814;0,045044956
427,5;0,044;0,973201466;0,822276273;0,043624815
428;0,043;0,972562687;0,822138808;0,045666942
428,5;0,042;0,971499105;0,821607404;0,043660855
429;0,041;0,97001535;0,820686342;0,044513541
429,5;0,04;0,968115999;0,819379895;0,045489797
430;0,039;0,965805583;0,817692298;0,046535628
430,5;0,038;0,96308859;0,815627755;0,045778607
431;0,037;0,959969465;0,813190457;0,044787024
431,5;0,036;0,956452614;0,810384573;0,044310645
432;0,035;0,952542408;0,807214262;0,045253011
432,5;0,034;0,948243186;0,803683668;0,043753218
433;0,033;0,943559258;0,799796927;0,046745765
433,5;0,032;0,938494908;0,795558168;0,046218549
434;0,031;0,933054397;0,790971516;0,044040946
434,5;0,03;0,927241965;0,786041093;0,045673923
435;0,029;0,921061834;0,780771023;0,045793845
435,5;0,028;0,914518213;0,775165433;0,044380926
436;0,027;0,907615296;0,769228457;0,044287814
436,5;0,026;0,90035727;0,762964236;0,04377053
437;0,025;0,892748315;0,756376924;0,046041468
437,5;0,024;0,884792606;0,749470687;0,044876296
438;0,023;0,876494318;0,74224971;0,042797234
438,5;0,022;0,867857627;0,734718197;0,041807431
439;0,021;0,858886713;0,726880376;0,042320494
439,5;0,02;0,849585762;0,718740498;0,043692035
440;0,019;0,839958972;0,710302846;0,041693062
440,5;0,018;0,830010554;0,701571735;0,041872255
441;0,017;0,819744731;0,692551516;0,04145343
441,5;0,016;0,809165749;0,683246578;0,043077919
442;0,015;0,798277873;0,673661356;0,04015401
442,5;0,014;0,787085395;0,66380033;0,040143727
443;0,013;0,775592636;0,653668034;0,039827442
443,5;0,012;0,763803945;0,643269057;0,041485838
444;0,011;0,751723712;0,632608049;0,038557933
444,5;0,01;0,739356363;0,621689727;0,040382034
445;0,009;0,726706367;0,610518877;0,039225856
445,5;0,008;0,713778244;0,599100365;0,039666719
446;0,007;0,700576562;0,58743914;0,038406688
446,5;0,006;0,687105949;0,575540239;0,038333944
447;0,005;0,673371092;0,563408798;0,039062199
447,5;0,004;0,659376748;0,551050058;0,037371985
448;0,003;0,645127745;0,538469373;0,037614399
448,5;0,002;0,630628989;0,525672219;0,035666023
449;0,001;0,615885474;0,512664206;0,03775471
449,5;0;0,600902283;0,499451086;0,034286313
450;0;0,585684604;0,486038768;0,03590337
450,5;0;0,570737728;0,472433328;0,035892283
451;0;0,555992068;0,459016027;0,035341405
451,5;0;0,541445662;0,445830826;0,032897847
452;0;0,527103437;0,432853551;0,032441999
452,5;0;0,512965954;0,42007776;0,033335301
453;0;0,499032725;0,407504397;0,03183031
453,5;0;0,485303476;0,395133885;0,033325765
454;0;0,471778037;0,382965989;0,030315658
454,5;0;0,45845623;0,37100043;0,03051195
455;0;0,44533786;0,359236973;0,032278419
455,5;0;0,432422727;0,347675382;0,02971752
456;0;0,419710625;0,336315415;0,029113812
456,5;0;0,407201344;0,325156817;0,030389577
457;0;0,394894665;0,314199327;0,029376799
457,5;0;0,382790364;0,303442676;0,027074767
458;0;0,370888211;0,292886585;0,026936819
458,5;0;0,359187967;0,282530765;0,026057991
459;0;0,347689387;0,27237492;0,026155324
459,5;0;0,336392217;0,262418741;0,026257854
460;0;0,325296195;0,25266191;0,02653376
460,5;0;0,314401053;0,243104095;0,024453203
461;0;0,303706509;0,233744956;0,026849385
461,5;0;0,293212276;0,224584136;0,023410174
462;0;0,282918055;0,215621269;0,023876268
462,5;0;0,272823537;0,206855973;0,022539146
463;0;0,262928402;0,198287849;0,021732842
463,5;0;0,253232319;0,189916487;0,021285985
464;0;0,243734945;0,181741457;0,022854994
464,5;0;0,234435921;0,173762312;0,018730305
465;0;0,22533488;0,165978587;0,020360168
465,5;0;0,216431436;0,158389798;0,02122415
466;0;0,20772519;0,150995439;0,021137697
466,5;0;0,199215728;0,143794983;0,020572349
467;0;0,190902616;0,136787877;0,01932216
467,5;0;0,182785405;0,129973545;0,018704715
468;0;0,174863626;0,123351384;0,017365052
468,5;0;0,16713679;0,116920761;0,015261705
469;0;0,159604385;0,110681013;0,017166726
469,5;0;0,15226588;0,104631445;0,016857666
470;0;0,145120714;0,098771326;0,016338198
470,5;0;0,138168306;0,093099887;0,014201173
471;0;0,131408043;0,087616319;0,014279328
471,5;0;0,124839285;0,08231977;0,015034959
472;0;0,118461357;0,077209338;0,015365706
472,5;0;0,112273554;0,072284075;0,013419489
473;0;0,106275133;0,067542974;0,012293563
473,5;0;0,100465309;0,062984971;0,013303699
474;0;0,094843258;0,058608935;0,013088851
474,5;0;0,08940811;0,054413669;0,012362297
475;0;0,084158944;0,050397897;0,012947777
475,5;0;0,079094787;0,04656026;0,010324122
476;0;0,074214607;0,04289931;0,010252488
476,5;0;0,069517313;0,0394135;0,008663685
477;0;0,065001741;0,036101174;0,010024658
477,5;0;0,060666656;0,032960557;0,011087452
478;0;0,056510741;0,029989745;0,009100157
478,5;0;0,052532592;0,027186689;0,008588125
479;0;0,048730706;0,024549182;0,008630989
479,5;0;0,045103478;0,022074842;0,007367437
480;0;0,041649182;0,019761096;0,008417636
480,5;0;0,038365969;0,017605155;0,008308411
481;0;0,035251847;0,015603995;0,00809132
481,5;0;0,032304669;0,013754332;0,006207317
482;0;0,029522119;0,012052591;0,006124303
482,5;0;0,026901689;0,010494879;0,00445714
483;0;0,024440668;0,00907695;0,004292432
483,5;0;0,02213611;0,007794174;0,005753667
484;0;0,01998482;0,006641497;0,003979932
484,5;0;0,017983321;0,005613412;0,002534736
485;0;0,016127835;0,004703921;0,00417171
485,5;0;0,014414248;0,003906518;0,002695553
486;0;0,012838088;0,003214173;0,002199322
486,5;0;0,011394501;0,002619341;0,005421152
487;0;0,010078227;0,002114001;0,003775743
487,5;0;0,008883593;0,001689733;0,002179981
488;0;0,007804514;0,001337845;0,00241563
488,5;0;0,006834514;0,001049551;0,000436268
489;0;0,005966769;0,000816204;0,001974507
489,5;0;0,005194185;0,00062953;0,001555908
490;0;0,004509486;0,000481861;0,000869781
490,5;0;0,003905343;0,000366275;0,00215816
491;0;0,003374482;0,000276658;0,001804057
491,5;0;0,002909809;0,000207738;-0,001975153
492;0;0,002504498;0,000155161;0,000127096
492,5;0;0,002152098;0,000115523;0,001138235
493;0;0,001846611;8,59073E-05;0,001182982
493,5;0;0,001582506;6,29164E-05;0,001209679
494;0;0,001354567;4,40314E-05;-0,001119008
494,5;0;0,001157987;3,54355E-05;-0,000278694
495;0;0,000989604;4,78971E-05;-0,000992372
495,5;0;0,000848348;1,00804E-05;0,001745266
496;0;0,000722608;-0,000226315;-0,002542328
496,5;0;0,00058027;8,85058E-05;-0,001063041
497;0;0,000506505;0,000457329;0,000195833
497,5;0;0,000499129;-0,000681758;0,001920648
498;0;0,000321996;-0,002469249;-0,000257957
498,5;0;-9,66911E-05;-0,000375816;-0,000402729
499;0;-0,00013856;-0,000166472;-0,000824845
499,5;0;-0,000142747;-0,000145538;-0,000716366
500;0;-0,000143165;-0,000143444;-0,001329873
500,5;0,02;-0,000143207;-0,000143235;0,000358419
501;0,02;0,009856789;-0,000143214;-0,001179116
501,5;0,02;0,018356788;0,007356788;-0,002235283
502;0,02;0,026706788;0,015606788;0,003352782
502,5;0,02;0,035041788;0,013210323;0,006354629
503;0,02;0,041767068;0,013968031;0,005631291
503,5;0,02;0,047597213;0,020450288;0,007122111
504;0,02;0,053525174;0,026037179;0,008314959
504,5;0,02;0,059401975;0,028777612;0,007874793
505;0,02;0,06480832;0,031575834;0,009614179
505,5;0,02;0,069823447;0,035295242;0,010103122
506;0,02;0,074644217;0,038979408;0,007981879
506,5;0,02;0,079294495;0,04224423;0,008760183
507;0,02;0,083736955;0,045352925;0,010148043
507,5;0,02;0,087979351;0,048449196;0,010566923
508;0,02;0,092049828;0,05147653;0,010725829
508,5;0,02;0,095963833;0,05439253;0,010469743
509;0,02;0,099728138;0,057210458;0,010120884
509,5;0,02;0,103350486;0,05994596;0,013227298
510;0,02;0,106839807;0,06260097;0,012243165
510,5;0,02;0,110203981;0,065175267;0,011810479
511;0,02;0,113449674;0,067671571;0,012906761
511,5;0,02;0,116582959;0,070093339;0,013030499
512;0,02;0,119609516;0,072443354;0,013534383
512,5;0,02;0,122534591;0,074724042;0,012071269
513;0,02;0,125363009;0,076937825;0,011473015
513,5;0,02;0,128099231;0,07908709;0,013936882
514;0,02;0,13074741;0,08117411;0,013817481
514,5;0,02;0,133311415;0,083201052;0,015538476
515;0,02;0,135794861;0,085169986;0,012928328
515,5;0,02;0,138201129;0,087082901;0,014269623
516;0,02;0,140533395;0,088941701;0,015449117
516,5;0,02;0,142794641;0,090748206;0,013230749
517;0,02;0,144987676;0,092504163;0,01416446
517,5;0,02;0,147115149;0,094211244;0,01535795
518;0,02;0,149179563;0,095871051;0,015119955
518,5;0,02;0,151183286;0,097485123;0,014508912
519;0,02;0,153128562;0,099054932;0,016605488
519,5;0,02;0,155017517;0,100581895;0,014487741
520;0,02;0,156852174;0,10206737;0,016332891
520,5;0,02;0,158634453;0,103512662;0,017229535
521;0,02;0,160366185;0,104919025;0,016217185
521,5;0,02;0,162049111;0,106287665;0,016719941
522;0,02;0,163684894;0,107619741;0,01657289
522,5;0,02;0,165275121;0,108916369;0,01743989
523;0,02;0,166821308;0,110178623;0,016793381
523,5;0,02;0,168324906;0,111407537;0,017654419
524;0,02;0,1697873;0,112604107;0,017111855
524,5;0,02;0,171209821;0,113769292;0,018273793
525;0,02;0,172593742;0,11490402;0,017003412
525,5;0,02;0,173940284;0,116009181;0,017012065
526;0,02;0,175250618;0,117085639;0,018233133
526,5;0,02;0,176525871;0,118134223;0,016588059
527;0,02;0,177767124;0,119155736;0,01781812
527,5;0,02;0,178975416;0,120150953;0,018604949
528;0,02;0,180151746;0,121120622;0,016903048
528,5;0,02;0,181297078;0,122065469;0,018484687
529;0,02;0,182412336;0,12298619;0,019163328
529,5;0,02;0,183498414;0,123883464;0,01837435
530;0,02;0,184556172;0,124757943;0,019656788
530,5;0,02;0,185586437;0,125610261;0,017959776
531;0,02;0,186590011;0,12644103;0,015744968
531,5;0,02;0,187567664;0,127250843;0,019618683
532;0,02;0,188520141;0,128040274;0,017630507
532,5;0,02;0,189448161;0,128809879;0,018432346
533;0,02;0,190352419;0,129560196;0,01667387
533,5;0,02;0,191233585;0,130291746;0,017970978
534;0,02;0,192092309;0,131005036;0,019180573
534,5;0,02;0,192929218;0,131700556;0,017764682
535;0,02;0,193744919;0,13237878;0,017176163
535,5;0,02;0,194539998;0,13304017;0,017829713
536;0,02;0,195315024;0,133685173;0,015122771
536,5;0,02;0,196070546;0,134314221;0,018622467
537;0,02;0,196807098;0,134927736;0,018848686
537,5;0,02;0,197525193;0,135526126;0,017732798
538;0,02;0,198225333;0,136109788;0,016936876
538,5;0,02;0,198908002;0,136679105;0,019513265
539;0,02;0,199573667;0,137234452;0,018522056
539,5;0,02;0,200222785;0,137776192;0,01805942
540;0,02;0,200855796;0,138304676;0,017932947
540,5;0,02;0,201473128;0,138820247;0,019166043
541;0,02;0,202075196;0,139323237;0,016901044
541,5;0,02;0,202662402;0,13981397;0,018368252
542;0,02;0,203235137;0,140292759;0,020627616
542,5;0,02;0,20379378;0,14075991;0,019509361
543;0,02;0,2043387;0,141215719;0,017543612
543,5;0,02;0,204870253;0,141660475;0,018508173
544;0,02;0,205388786;0,142094458;0,018579335
544,5;0,02;0,205894637;0,142517941;0,018172719
545;0,02;0,206388132;0,14293119;0,019392374
545,5;0,02;0,206869591;0,143334461;0,019192944
546;0,02;0,207339322;0,143728007;0,021156685
546,5;0,02;0,207797624;0,14411207;0,017153753
547;0,02;0,208244791;0,14448689;0,0186992
547,5;0,02;0,208681106;0,144852696;0,01970475
548;0,02;0,209106845;0,145209715;0,019486775
548,5;0,02;0,209522275;0,145558164;0,018916583
549;0,02;0,209927658;0,145898257;0,019241582
549,5;0,02;0,210323248;0,146230201;0,019417941
550;0,02;0,210709291;0,146554198;0,01868593
550,5;0,02;0,211086027;0,146870446;0,018980903
551;0,02;0,21145369;0,147179135;0,019923039
551,5;0,02;0,211812507;0,147480451;0,019227105
552;0,02;0,212162698;0,147774577;0,021134499
552,5;0,02;0,21250448;0,148061688;0,018898518
553;0,02;0,212838061;0,148341958;0,020088981
553,5;0,02;0,213163646;0,148615555;0,019669748
554;0,02;0,213481432;0,14888264;0,020854144
554,5;0,02;0,213791613;0,149143374;0,019415909
555;0,02;0,214094377;0,149397912;0,019631442
555,5;0,02;0,214389908;0,149646405;0,019005005
556;0,02;0,214678382;0,149888999;0,019059159
556,5;0,02;0,214959975;0,15012584;0,018744206
557;0,02;0,215234854;0,150357065;0,020087351
557,5;0,02;0,215503186;0,150582812;0,018245111
558;0,02;0,21576513;0,150803214;0,019011699
558,5;0,02;0,216020843;0,151018399;0,018636688
559;0,02;0,216270476;0,151228495;0,01784793
559,5;0,02;0,216514179;0,151433624;0,020044659
560;0,02;0,216752096;0,151633905;0,019067673
560,5;0,02;0,216984367;0,151829456;0,019819124
561;0,02;0,21721113;0,152020391;0,018065596
561,5;0,02;0,21743252;0,152206821;0,020167508
562;0,02;0,217648665;0,152388854;0,020563262
562,5;0,02;0,217859693;0,152566596;0,019119072
563;0,02;0,218065729;0,15274015;0,017327781
563,5;0,02;0,218266892;0,152909616;0,017370115
564;0,02;0,218463301;0,153075093;0,018240053
564,5;0,02;0,218655069;0,153236675;0,01958022
565;0,02;0,21884231;0,153394456;0,020006313
565,5;0,02;0,219025132;0,153548526;0,019345726
566;0,02;0,219203641;0,153698975;0,02013573
566,5;0,02;0,219377941;0,153845889;0,018500402
567;0,02;0,219548133;0,153989352;0,020340919
567,5;0,02;0,219714316;0,154129446;0,019280446
568;0,02;0,219876586;0,154266252;0,019390362
568,5;0,02;0,220035036;0,154399848;0,020309662
569;0,02;0,220189758;0,15453031;0,020252136
569,5;0,02;0,220340841;0,154657713;0,019486155
